,dipole
2580,COC(=O)C(=[O+][C-](C#N)C#N)c1ccccc1
2581,CC(=O)C(=[O+][C-](C)C(C)=O)c1ccccc1
2582,C=[O+][C-](C(C)=O)C(=O)NC
2583,COC(=O)C(C#N)=[N+](C)[C-](C)C(C)=O
2584,COC(=O)[CH-][N+](C)=C(C(C)=O)c1ccccc1
2585,C[C-]([O+]=CC#N)c1ccccc1
2586,CNC(=O)C(c1ccccc1)=[N+](C)[C-](C)c1ccccc1
2587,COC(=O)[C-](C)[O+]=C(C)C#N
2588,COC(=O)[C-](C#N)[N+](C)=C(C(C)=O)C(C)=O
2589,CNC(=O)C(C)=[N+](C)[C-](C(=O)OC)C(=O)OC
2590,COC(=O)[N-][N+](C)=Nc1ccccc1
2591,CNC(=O)C(=[O+][C-](C(C)=O)c1ccccc1)C(=O)NC
2592,CNC(=O)C=[O+][C-](C)C#N
2593,[CH2-][N+](C)=C(C(C)=O)C(C)=O
2594,CNC(=O)[N-][NH+]=C(C(=O)NC)C(=O)OC
2595,COC(=O)C(=[O+][C-](C)c1ccccc1)c1ccccc1
2596,C[CH-][NH+]=C(C(C)=O)C(=O)OC
2597,COC(=O)C(C)=[O+][C-](C)c1ccccc1
2598,C[N-][N+](C)=NC(=O)OC
2599,CC(=O)[C-](C)[N+](C)=C(c1ccccc1)c1ccccc1
2600,CNC(=O)C(C)=[NH+][C-](C(C)=O)C(=O)NC
2601,COC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)OC
2602,CNC(=O)C=[O+][C-](C(C)=O)C(=O)OC
2603,COC(=O)C(C(C)=O)=[N+](C)[CH-]C#N
2604,CC(=O)[C-]([NH+]=Cc1ccccc1)C(C)=O
2605,CC(=O)[CH-][NH+]=C(C)C#N
2606,COC(=O)[C-]([O+]=C(C)C(C)=O)C(=O)OC
2607,CC(=O)N=[N+](C)[NH-]
2608,COC(=O)C=[O+][C-](C)C(C)=O
2609,CNC(=O)[CH-][N+](C)=C(C(=O)NC)C(=O)NC
2610,N#CC(=[NH+][NH-])c1ccccc1
2611,[NH-][O+]=Nc1ccccc1
2612,CNC(=O)[C-](C)[NH+]=C(C(C)=O)C(=O)OC
2613,CC(=O)[C-](C(C)=O)[N+](C)=C(c1ccccc1)c1ccccc1
2614,[CH2-][NH+]=C(C(=O)OC)C(=O)OC
2615,CNC(=O)[C-]([NH+]=C(C(=O)OC)C(=O)OC)C(=O)NC
2616,CC(=O)C=[NH+][CH-]c1ccccc1
2617,CNC(=O)[C-](C(=O)OC)[N+](C)=C(C(=O)OC)c1ccccc1
2618,[CH2-][NH+]=C(C#N)C(C)=O
2619,COC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(C)=O
2620,CNC(=O)C(=[NH+][C-](C(=O)OC)c1ccccc1)C(=O)OC
2621,COC(=O)C(=[O+][O-])C(C)=O
2622,CNC(=O)C(=[NH+][N-]c1ccccc1)C(C)=O
2623,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)C(C)=O
2624,COC(=O)C=[N+](C)[CH-]C(C)=O
2625,CNC(=O)[CH-][O+]=C(C)C(=O)NC
2626,CNC(=O)C(=[NH+][C-](C)C#N)C(C)=O
2627,CNC(=O)N=[O+][N-]C(=O)OC
2628,CC(=O)C(C)=[O+][C-](C#N)c1ccccc1
2629,CNC(=O)[C-]([NH+]=C(C)C#N)C(=O)OC
2630,CC=[NH+][C-](C#N)C(=O)NC
2631,CNC(=O)C=[O+][N-]c1ccccc1
2632,COC(=O)[C-]([NH+]=C(C)C(C)=O)c1ccccc1
2633,C[C-](C#N)[NH+]=C(C#N)C#N
2634,CNC(=O)[CH-][NH+]=C(C)c1ccccc1
2635,C[CH-][NH+]=C(C#N)C(=O)OC
2636,CNC(=O)[C-]([O+]=CC(=O)OC)c1ccccc1
2637,CC=[NH+][CH-]c1ccccc1
2638,C[CH-][N+](C)=C(C)c1ccccc1
2639,CNC(=O)[C-](C#N)[N+](C)=C(C)C#N
2640,C=[N+](C)[CH-]C(=O)NC
2641,CNC(=O)C(C#N)=[O+][C-](C)C#N
2642,CC(=[NH+][C-](C)c1ccccc1)c1ccccc1
2643,CNC(=O)C=[O+][C-](C(C)=O)C(C)=O
2644,CNC(=O)C(C)=[O+][C-](C(=O)NC)c1ccccc1
2645,CNC(=O)[C-](C#N)[O+]=C(C#N)c1ccccc1
2646,COC(=O)C(=[O+][CH-]C#N)C(=O)OC
2647,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C#N)c1ccccc1
2648,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)C(=O)NC
2649,CC(=O)N=[O+][N-]C(C)=O
2650,CC(C#N)=[O+][N-]c1ccccc1
2651,[CH2-][O+]=C(C(=O)OC)C(=O)OC
2652,CNC(=O)[C-]([O+]=C(C#N)C#N)C(=O)NC
2653,CNC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(C)=O
2654,C[C-](c1ccccc1)[N+](C)=C(C#N)c1ccccc1
2655,CC=[NH+][CH-]C#N
2656,CC(=O)C=[O+][C-](C)C(C)=O
2657,COC(=O)[C-]([O+]=C(C(C)=O)c1ccccc1)C(C)=O
2658,C[C-](c1ccccc1)[N+](C)=C(C#N)C#N
2659,COC(=O)[N-][N+](C)=CC(C)=O
2660,CNC(=O)[N-][N+](C)=NC(C)=O
2661,C[N-][O+]=CC(C)=O
2662,CC(=O)C(C(C)=O)=[N+](C)[N-]c1ccccc1
2663,CNC(=O)C(=[O+][C-](C#N)C(=O)OC)c1ccccc1
2664,CNC(=O)C(C)=[N+](C)[C-](C(=O)OC)c1ccccc1
2665,CC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)c1ccccc1
2666,CNC(=O)C=[NH+][CH-]c1ccccc1
2667,CN=[O+][N-]C#N
2668,CNC(=O)C(=[NH+][C-](C#N)C#N)C(=O)OC
2669,CC(=O)[C-]([O+]=C(C)C#N)c1ccccc1
2670,COC(=O)[N-][NH+]=Cc1ccccc1
2671,COC(=O)C(C(C)=O)=[N+](C)[C-](c1ccccc1)c1ccccc1
2672,CNC(=O)[N-][N+](C)=C(C#N)C(=O)OC
2673,C=[NH+][C-](C#N)C(=O)NC
2674,CNC(=O)C(=[O+][C-](C#N)C(=O)NC)c1ccccc1
2675,COC(=O)[CH-][NH+]=C(C#N)C(C)=O
2676,CNC(=O)C(=[O+][N-]C(C)=O)C(=O)OC
2677,CNC(=O)C=[O+][C-](C(=O)OC)c1ccccc1
2678,COC(=O)[C-](C#N)[NH+]=C(C)C#N
2679,COC(=O)[C-](C#N)[NH+]=C(C)c1ccccc1
2680,CNC(=O)C(C)=[N+](C)[C-](C(C)=O)C(C)=O
2681,C[C-](C#N)[O+]=C(C#N)c1ccccc1
2682,CNC(=O)[C-](C#N)[O+]=C(C(=O)OC)C(=O)OC
2683,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)OC)c1ccccc1
2684,[O-][O+]=Cc1ccccc1
2685,CNC(=O)[C-]([O+]=C(C)C#N)c1ccccc1
2686,CNC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1
2687,C[CH-][N+](C)=C(C#N)c1ccccc1
2688,CNC(=O)[C-](C)[NH+]=CC(=O)OC
2689,COC(=O)C(C)=[N+](C)[CH-]C#N
2690,N#C[N-][O+]=Nc1ccccc1
2691,CC(=[O+][O-])c1ccccc1
2692,COC(=O)C(c1ccccc1)=[N+](C)[O-]
2693,CC(C#N)=[O+][NH-]
2694,CNC(=O)[N-][O+]=C(C(=O)OC)c1ccccc1
2695,CNC(=O)C(=[O+][C-](C(=O)OC)C(=O)OC)C(=O)OC
2696,COC(=O)C(C(=O)OC)=[N+](C)[C-](C)C(C)=O
2697,[CH2-][NH+]=C(C(=O)NC)C(=O)OC
2698,CNC(=O)C(C)=[N+](C)[N-]C(C)=O
2699,COC(=O)C(C)=[O+][C-](C(C)=O)C(C)=O
2700,CC(=O)C(C#N)=[NH+][CH-]c1ccccc1
2701,COC(=O)C(C#N)=[O+][C-](C(=O)OC)C(=O)OC
2702,CNC(=O)[C-](C)[O+]=CC(C)=O
2703,COC(=O)[C-](c1ccccc1)[N+](C)=C(C#N)C#N
2704,C[CH-][N+](C)=CC(C)=O
2705,CC(=O)[C-]([NH+]=C(C)c1ccccc1)c1ccccc1
2706,CC=[NH+][CH-]C(=O)NC
2707,[CH2-][O+]=C(C)C(C)=O
2708,CNC(=O)[C-](C(=O)NC)[N+](C)=CC#N
2709,CNC(=O)[C-](C)[O+]=CC(=O)OC
2710,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)OC)C(=O)OC
2711,C[N-][N+](C)=C(C(=O)NC)c1ccccc1
2712,COC(=O)C(=[O+][C-](C)C(C)=O)C(=O)OC
2713,COC(=O)C(C)=[N+](C)[C-](C)C
2714,CNC(=O)C(C(C)=O)=[N+](C)[C-](C)C#N
2715,CNC(=O)C(C)=[O+][C-](C(=O)OC)C(=O)OC
2716,CNC(=O)C=[N+](C)[N-]C(C)=O
2717,CNC(=O)C(=[NH+][N-]C(=O)OC)C(C)=O
2718,CNC(=O)C=[NH+][CH-]C(C)=O
2719,COC(=O)[CH-][NH+]=C(C(C)=O)C(=O)OC
2720,CNC(=O)N=[NH+][N-]C(C)=O
2721,CC(C#N)=[N+](C)[C-](C)c1ccccc1
2722,CNC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)C(C)=O
2723,CNC(=O)C=[NH+][C-](C#N)C(=O)NC
2724,COC(=O)[CH-][O+]=C(C)c1ccccc1
2725,CC(=O)N=[NH+][N-]c1ccccc1
2726,COC(=O)[N-][NH+]=C(C(C)=O)C(=O)OC
2727,COC(=O)[N-][N+](C)=Cc1ccccc1
2728,C[CH-][NH+]=C(C(C)=O)C(=O)NC
2729,COC(=O)[C-]([O+]=C(C)C)C(=O)OC
2730,CC=[O+][C-](C(=O)NC)c1ccccc1
2731,CC(=O)[N-][NH+]=C(C)C
2732,COC(=O)C(C#N)=[NH+][C-](C)C(C)=O
2733,CNC(=O)[CH-][O+]=C(C(=O)OC)C(=O)OC
2734,CC=[NH+][C-](C(=O)NC)C(=O)NC
2735,[CH2-][NH+]=C(C(C)=O)C(=O)OC
2736,CNC(=O)C(=[O+][C-](C#N)C#N)C(=O)NC
2737,N#CC(C#N)=[O+][C-](C#N)c1ccccc1
2738,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)C#N
2739,COC(=O)C(C(C)=O)=[N+](C)[N-]C#N
2740,CC(=O)C(C)=[NH+][NH-]
2741,CC(C#N)=[O+][C-](C#N)C#N
2742,COC(=O)C(C#N)=[NH+][N-]C#N
2743,CC(=O)C(C#N)=[O+][C-](C#N)c1ccccc1
2744,CNC(=O)[C-]([O+]=C(C)C(=O)OC)C(C)=O
2745,CNC(=O)C(C#N)=[O+][C-](C(C)=O)C(C)=O
2746,[CH2-][NH+]=C(C(=O)NC)C(=O)NC
2747,CNC(=O)C(=[O+][CH-]C(=O)OC)C(=O)NC
2748,CC=[O+][CH-]C(=O)NC
2749,CC(=O)[C-](c1ccccc1)[N+](C)=Cc1ccccc1
2750,COC(=O)C(=[O+][C-](c1ccccc1)c1ccccc1)c1ccccc1
2751,COC(=O)[C-](C(=O)OC)[N+](C)=C(C(C)=O)C(C)=O
2752,COC(=O)[N-][NH+]=C(C(=O)OC)c1ccccc1
2753,COC(=O)C(C(=O)OC)=[N+](C)[C-](c1ccccc1)c1ccccc1
2754,COC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)C(C)=O
2755,COC(=O)[N-][NH+]=C(C#N)C(=O)OC
2756,CC(=O)C(C#N)=[O+][C-](C)c1ccccc1
2757,COC(=O)C(=[O+][N-]C#N)C(C)=O
2758,CC(=O)C(=[O+][N-]c1ccccc1)c1ccccc1
2759,COC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)c1ccccc1
2760,C=[NH+][C-](C)C(=O)OC
2761,CNC(=O)C(=[O+][C-](C)C(=O)NC)C(=O)OC
2762,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(C)=O)C(=O)OC
2763,COC(=O)[C-](C#N)[N+](C)=C(C)C(C)=O
2764,CNC(=O)[C-]([NH+]=CC(=O)OC)C(=O)NC
2765,COC(=O)[C-]([O+]=C(C)C#N)C(=O)OC
2766,CNC(=O)C(=[NH+][N-]C#N)C(=O)NC
2767,CNC(=O)C(C)=[NH+][C-](C)C(=O)NC
2768,CNC(=O)[C-]([NH+]=C(C)C(C)=O)c1ccccc1
2769,COC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(=O)OC
2770,CNC(=O)C(C)=[NH+][N-]c1ccccc1
2771,CNC(=O)[C-]([O+]=CC(C)=O)c1ccccc1
2772,CC(=O)C(C#N)=[O+][C-](C)C(C)=O
2773,C=[N+](C)[C-](C#N)C(C)=O
2774,CNC(=O)C(=[O+][CH-]C#N)c1ccccc1
2775,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C#N)C(C)=O
2776,C[CH-][O+]=C(C(C)=O)C(C)=O
2777,CNC(=O)[C-]([NH+]=C(C#N)C(=O)OC)c1ccccc1
2778,CC(=O)C=[N+](C)[CH-]c1ccccc1
2779,CNC(=O)[C-]([NH+]=Cc1ccccc1)c1ccccc1
2780,CNC(=O)[N-][O+]=C(C(C)=O)C(=O)OC
2781,CNC(=O)[N-][NH+]=C(C)C#N
2782,C[CH-][NH+]=C(C(=O)NC)C(=O)NC
2783,CC(C#N)=[NH+][C-](c1ccccc1)c1ccccc1
2784,COC(=O)[N-][N+](C)=C(C(=O)OC)C(=O)OC
2785,COC(=O)[C-](C#N)[NH+]=C(C#N)C(C)=O
2786,CNC(=O)C(=[NH+][C-](C(=O)NC)C(=O)NC)C(=O)OC
2787,COC(=O)C(C#N)=[N+](C)[NH-]
2788,CNC(=O)[N-][O+]=C(C#N)C(C)=O
2789,COC(=O)[C-](C#N)[N+](C)=C(C)c1ccccc1
2790,COC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(C)=O
2791,CNC(=O)C(C(C)=O)=[N+](C)[O-]
2792,CNC(=O)C(=[NH+][O-])c1ccccc1
2793,CC(=O)C(=[NH+][N-]C#N)C(C)=O
2794,CN=[NH+][N-]c1ccccc1
2795,CNC(=O)[C-]([NH+]=C(C#N)C#N)c1ccccc1
2796,[CH2-][NH+]=Cc1ccccc1
2797,CNC(=O)[C-]([O+]=C(C#N)C(C)=O)C(C)=O
2798,COC(=O)C=[NH+][C-](C)c1ccccc1
2799,N#CC=[NH+][C-](C#N)c1ccccc1
2800,CC=[N+](C)[C-](C#N)C(=O)OC
2801,CNC(=O)C(C)=[N+](C)[C-](C)C(C)=O
2802,CNC(=O)C(C)=[O+][N-]C(C)=O
2803,C=[N+](C)[C-](C)C(=O)OC
2804,CNC(=O)C(C(=O)NC)=[N+](C)[N-]C(=O)OC
2805,CNC(=O)C(C#N)=[NH+][C-](C(C)=O)C(=O)NC
2806,CNC(=O)C(=[NH+][C-](C#N)c1ccccc1)C(=O)NC
2807,COC(=O)[C-]([NH+]=C(C)C)C(C)=O
2808,COC(=O)C(C#N)=[O+][C-](C(C)=O)C(=O)OC
2809,CNC(=O)[C-]([O+]=C(C#N)c1ccccc1)c1ccccc1
2810,CNC(=O)[C-](C)[N+](C)=CC(=O)OC
2811,CC(=O)[N-][O+]=C(C#N)C(C)=O
2812,CC(C)=[NH+][CH-]c1ccccc1
2813,CNC(=O)C(=[O+][N-]c1ccccc1)C(=O)NC
2814,CNC(=O)C(=[O+][C-](C)C(=O)NC)C(C)=O
2815,CNC(=O)C(=[NH+][C-](C#N)C(C)=O)c1ccccc1
2816,CC(=O)[C-](C#N)[O+]=C(C)C
2817,COC(=O)C(C)=[NH+][C-](C(=O)OC)c1ccccc1
2818,C[N-][N+](C)=C(C(=O)OC)C(=O)OC
2819,[CH2-][N+](C)=C(C#N)C(=O)NC
2820,C[N+](=C(c1ccccc1)c1ccccc1)[C-](C#N)C#N
2821,COC(=O)N=[O+][N-]C(=O)OC
2822,CC(=O)[N-][NH+]=C(C)C(C)=O
2823,CC(C)=[NH+][N-]C#N
2824,CNC(=O)[C-](C(C)=O)[N+](C)=C(C(C)=O)C(=O)OC
2825,CNC(=O)C(C)=[N+](C)[C-](C#N)C#N
2826,C[N+]([N-]c1ccccc1)=C(C#N)C#N
2827,COC(=O)[C-]([O+]=CC(C)=O)C(C)=O
2828,CNC(=O)C=[O+][N-]C(C)=O
2829,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C)c1ccccc1
2830,CNC(=O)[C-](C(C)=O)[N+](C)=C(C)c1ccccc1
2831,CNC(=O)[C-](C#N)[NH+]=Cc1ccccc1
2832,CC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(C)=O
2833,CNC(=O)[CH-][NH+]=C(C#N)c1ccccc1
2834,CNC(=O)C(C#N)=[N+](C)[CH-]C(=O)OC
2835,CNC(=O)C=[O+][CH-]C(=O)NC
2836,CNC(=O)[C-]([O+]=C(C#N)C#N)C(=O)OC
2837,COC(=O)[N-][N+](C)=C(C)c1ccccc1
2838,CNC(=O)C(=[NH+][C-](C#N)C#N)c1ccccc1
2839,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C#N)C#N
2840,CNC(=O)C(C)=[NH+][C-](C(=O)NC)C(=O)NC
2841,C[N+](=Cc1ccccc1)[CH-]c1ccccc1
2842,COC(=O)C(C)=[NH+][C-](C#N)C(C)=O
2843,CC=[NH+][C-](C(=O)OC)C(=O)OC
2844,CNC(=O)[CH-][O+]=Cc1ccccc1
2845,CNC(=O)C(C)=[N+](C)[CH-]C#N
2846,CC(=O)C(=[O+][NH-])c1ccccc1
2847,CNC(=O)[C-](C)[N+](C)=C(C(C)=O)C(C)=O
2848,CNC(=O)[C-](C)[N+](C)=C(C#N)C(C)=O
2849,COC(=O)C(C)=[O+][CH-]c1ccccc1
2850,CC(=O)C(C(C)=O)=[N+](C)[C-](C#N)c1ccccc1
2851,COC(=O)C(C)=[NH+][C-](C(=O)OC)C(=O)OC
2852,C[C-](c1ccccc1)[N+](C)=C(c1ccccc1)c1ccccc1
2853,CNC(=O)[C-]([NH+]=C(C#N)c1ccccc1)C(=O)OC
2854,COC(=O)C(C)=[O+][C-](C)C(=O)OC
2855,CNC(=O)[C-]([O+]=CC(=O)OC)C(=O)NC
2856,CC(=O)N=[O+][N-]C#N
2857,C[N-][O+]=C(C(=O)NC)C(=O)NC
2858,COC(=O)[C-](C#N)[O+]=C(C#N)C#N
2859,COC(=O)C(C)=[N+](C)[N-]C#N
2860,COC(=O)C(C)=[NH+][CH-]c1ccccc1
2861,COC(=O)[C-]([NH+]=CC(C)=O)c1ccccc1
2862,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C)c1ccccc1
2863,CNC(=O)N=[N+](C)[N-]C(=O)OC
2864,COC(=O)[CH-][O+]=C(C#N)C(=O)OC
2865,CC(=O)C(C)=[N+](C)[CH-]c1ccccc1
2866,CC=[NH+][N-]c1ccccc1
2867,CC(=O)[N-][NH+]=C(C)c1ccccc1
2868,CNC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)c1ccccc1
2869,CC(=O)C(C#N)=[N+](C)[O-]
2870,CNC(=O)C(=[NH+][C-](C#N)C(=O)NC)C(=O)NC
2871,CNC(=O)[N-][N+](C)=C(C(=O)NC)c1ccccc1
2872,CC(C#N)=[O+][C-](c1ccccc1)c1ccccc1
2873,CNC(=O)C(C#N)=[O+][C-](C(C)=O)c1ccccc1
2874,CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(=O)OC
2875,CC(=O)[C-](C)[O+]=C(C)c1ccccc1
2876,CC=[N+](C)[C-](C#N)c1ccccc1
2877,CC=[NH+][CH-]C(=O)OC
2878,[NH-][O+]=Cc1ccccc1
2879,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C)C(C)=O
2880,CNC(=O)C(=[NH+][C-](C(C)=O)C(=O)OC)C(C)=O
2881,COC(=O)C(=[NH+][N-]c1ccccc1)C(=O)OC
2882,C[N+]([N-]C#N)=C(c1ccccc1)c1ccccc1
2883,C[N+]([NH-])=Cc1ccccc1
2884,CC(C)=[O+][N-]c1ccccc1
2885,COC(=O)C(C#N)=[O+][NH-]
2886,[CH2-][N+](C)=C(C#N)C(=O)OC
2887,CNC(=O)C(C#N)=[N+](C)[C-](C)C
2888,CNC(=O)C(C#N)=[N+](C)[C-](C)C#N
2889,CNC(=O)[C-]([O+]=C(C#N)C(=O)OC)C(C)=O
2890,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C#N)C(C)=O
2891,COC(=O)C=[NH+][C-](C#N)c1ccccc1
2892,CNC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)C(=O)OC
2893,[CH2-][O+]=C(C)c1ccccc1
2894,COC(=O)C=[NH+][C-](C)C#N
2895,COC(=O)[C-]([NH+]=CC#N)C(=O)OC
2896,CNC(=O)C=[N+](C)[C-](c1ccccc1)c1ccccc1
2897,CC=[NH+][O-]
2898,C=[NH+][C-](C(=O)NC)C(=O)OC
2899,CNC(=O)[N-][N+](C)=NC#N
2900,CC(=O)[C-]([NH+]=C(C)C)c1ccccc1
2901,CNC(=O)[C-]([O+]=CC#N)C(=O)NC
2902,C[N-][NH+]=NC(=O)NC
2903,C[C-](C#N)[N+](C)=CC#N
2904,CNC(=O)[C-](C)[NH+]=C(c1ccccc1)c1ccccc1
2905,CNC(=O)C(C#N)=[O+][N-]c1ccccc1
2906,CNC(=O)C(C)=[N+](C)[C-](C#N)C(=O)OC
2907,COC(=O)C(C#N)=[NH+][C-](C(=O)OC)c1ccccc1
2908,C[N-][NH+]=C(C(=O)NC)c1ccccc1
2909,C=[NH+][C-](C)c1ccccc1
2910,COC(=O)C(=[O+][C-](C#N)C(C)=O)C(C)=O
2911,CC(=O)[N-][O+]=NC#N
2912,C[CH-][O+]=C(C)C
2913,CNC(=O)[C-]([O+]=C(C)C#N)C(=O)NC
2914,COC(=O)[C-](C)[N+](C)=Cc1ccccc1
2915,C[N+](=CC#N)[CH-]c1ccccc1
2916,CNC(=O)C(C)=[O+][C-](C#N)C#N
2917,CC(=O)C(=[NH+][C-](C)C(C)=O)c1ccccc1
2918,CNC(=O)[C-](C)[NH+]=C(C)C(C)=O
2919,COC(=O)[C-]([NH+]=C(C)c1ccccc1)C(=O)OC
2920,CC(=O)C(C#N)=[O+][C-](C(C)=O)C(C)=O
2921,CC(=[O+][C-](C)c1ccccc1)c1ccccc1
2922,COC(=O)C=[N+](C)[C-](C#N)C(C)=O
2923,CNC(=O)C(=[O+][CH-]C(=O)OC)c1ccccc1
2924,CNC(=O)C=[O+][N-]C(=O)OC
2925,CNC(=O)C(C)=[O+][C-](C#N)C(C)=O
2926,COC(=O)C=[O+][C-](c1ccccc1)c1ccccc1
2927,C[CH-][N+](C)=C(C)C#N
2928,C[N+](=C(c1ccccc1)c1ccccc1)[C-](c1ccccc1)c1ccccc1
2929,CNC(=O)C=[N+](C)[C-](C#N)C(=O)OC
2930,COC(=O)C(C#N)=[N+](C)[C-](C)c1ccccc1
2931,CNC(=O)C=[NH+][O-]
2932,CNC(=O)[N-][N+](C)=C(C#N)c1ccccc1
2933,CNC(=O)C(C)=[N+](C)[C-](C)C(=O)OC
2934,CNC(=O)[C-]([NH+]=C(C#N)C(C)=O)C(=O)OC
2935,COC(=O)C(C)=[N+](C)[C-](C#N)C(=O)OC
2936,CC(C)=[NH+][C-](C#N)C#N
2937,CNC(=O)[C-]([O+]=C(C(=O)OC)c1ccccc1)C(=O)NC
2938,CC(=[NH+][N-]C#N)c1ccccc1
2939,CNC(=O)C(=[O+][C-](C(=O)NC)C(=O)OC)C(C)=O
2940,CNC(=O)C(C)=[NH+][C-](C(=O)OC)c1ccccc1
2941,C[N-][N+](C)=C(C(=O)OC)c1ccccc1
2942,CC=[N+](C)[CH-]C
2943,C=[N+](C)[C-](C(C)=O)C(=O)NC
2944,COC(=O)C(=[NH+][C-](C(C)=O)c1ccccc1)C(=O)OC
2945,CNC(=O)C(c1ccccc1)=[N+](C)[N-]C(C)=O
2946,CNC(=O)C(C#N)=[NH+][C-](C(=O)NC)C(=O)OC
2947,N#C[CH-][O+]=C(c1ccccc1)c1ccccc1
2948,COC(=O)[C-]([O+]=C(c1ccccc1)c1ccccc1)C(C)=O
2949,CC(=O)[CH-][O+]=C(c1ccccc1)c1ccccc1
2950,C[CH-][O+]=CC#N
2951,CNC(=O)C(=[O+][CH-]c1ccccc1)c1ccccc1
2952,CC=[N+](C)[C-](c1ccccc1)c1ccccc1
2953,CNC(=O)C(C)=[NH+][C-](c1ccccc1)c1ccccc1
2954,CC(=O)[CH-][O+]=C(C#N)C(C)=O
2955,CNC(=O)[CH-][N+](C)=CC#N
2956,CNC(=O)C(C(=O)NC)=[N+](C)[C-](C)C(=O)NC
2957,COC(=O)C=[N+](C)[CH-]C(=O)OC
2958,CNC(=O)C(=[NH+][C-](C(=O)NC)C(=O)OC)C(=O)OC
2959,CC(C)=[O+][NH-]
2960,COC(=O)C(C)=[O+][NH-]
2961,CNC(=O)C(=[O+][C-](C)c1ccccc1)C(C)=O
2962,N#C[C-]([O+]=Cc1ccccc1)c1ccccc1
2963,[NH-][O+]=C(c1ccccc1)c1ccccc1
2964,CC(=O)C(C(C)=O)=[N+](C)[C-](C)C
2965,CNC(=O)[C-](C)[O+]=C(C#N)C#N
2966,CC(=O)[C-](C#N)[NH+]=C(C#N)c1ccccc1
2967,CNC(=O)[C-]([O+]=C(C#N)c1ccccc1)C(=O)NC
2968,C[N+](=C(C#N)c1ccccc1)[C-](C#N)c1ccccc1
2969,CC(=O)C(=[NH+][C-](c1ccccc1)c1ccccc1)C(C)=O
2970,CNC(=O)C(C#N)=[NH+][C-](C)C(=O)OC
2971,COC(=O)[C-]([O+]=C(C#N)C#N)c1ccccc1
2972,COC(=O)N=[N+](C)[N-]C#N
2973,COC(=O)C=[O+][C-](C)C#N
2974,CNC(=O)C(C)=[O+][C-](C(C)=O)C(C)=O
2975,CNC(=O)[C-](C#N)[NH+]=C(C)C(C)=O
2976,CNC(=O)[N-][O+]=C(C)C(C)=O
2977,COC(=O)[N-][O+]=CC#N
2978,COC(=O)C(C)=[O+][C-](C)C
2979,COC(=O)[CH-][O+]=C(C(=O)OC)c1ccccc1
2980,CNC(=O)C(C)=[N+](C)[CH-]c1ccccc1
2981,CC=[NH+][C-](C(=O)OC)c1ccccc1
2982,[CH2-][NH+]=CC
2983,CNC(=O)C(=[O+][C-](C#N)C#N)c1ccccc1
2984,CNC(=O)[C-]([NH+]=C(c1ccccc1)c1ccccc1)C(=O)OC
2985,CNC(=O)C(C#N)=[N+](C)[N-]C#N
2986,CC(=O)C(C#N)=[O+][CH-]C#N
2987,C[CH-][O+]=C(C)C(C)=O
2988,CNC(=O)C=[O+][C-](C(=O)NC)c1ccccc1
2989,CNC(=O)[C-]([O+]=C(C)C)C(=O)OC
2990,CC(=O)C(C)=[N+](C)[C-](C#N)c1ccccc1
2991,CC(C)=[N+](C)[NH-]
2992,CC(=O)C(C)=[O+][C-](C#N)C(C)=O
2993,COC(=O)C(=[O+][O-])c1ccccc1
2994,CNC(=O)C(C(=O)OC)=[N+](C)[C-](C(=O)OC)c1ccccc1
2995,COC(=O)[C-]([NH+]=Cc1ccccc1)C(=O)OC
2996,C[N-][N+](C)=C(C)C(=O)OC
2997,CNC(=O)[C-](c1ccccc1)[N+](C)=C(C(C)=O)C(=O)OC
2998,CNC(=O)[N-][O+]=C(C#N)C(=O)OC
2999,C[CH-][NH+]=C(C#N)C#N
3000,COC(=O)C(C)=[NH+][NH-]
3001,CNC(=O)C(=[NH+][N-]C#N)C(=O)OC
